orf	med	prey	homo	ppi	interaction	D	M	R	type_para
YDL155W	11.0955244851365	YDL155W	0	0	0	5.69019357782486	6.71039319217052	1.02019961434566	wgd
YDL156W	11.4229900068026	YDL156W	2	0	0	1.85555124269322	0.927036267683973	-0.92851497500925	ssd
YDL159W	10.3299944631859	YDL159W	2	0	0	5.97683559661126	7.57485082442598	1.59801522781472	ssd
YDL159W-A	12.041364621817	YDL159W-A	0	0	0	NA	NA	NA	S
YDL160C	15.5769934648771	YDL160C	1	1	1	4.1217945774892	2.46122207209101	-1.66057250539819	ssd
YDL164C	12.1680350499948	YDL164C	0	0	0	5.58916723357045	4.73784897437117	-0.851318259199275	ssd
YDL165W	11.305749050184	YDL165W	2	0	0	5.82959082550922	6.24438096181901	0.414790136309788	ssd
YDL166C	11.4894536630472	YDL166C	0	0	0	6.26810871737255	5.77452880066223	-0.493579916710323	S
YDL167C	11.5013632214144	YDL167C	1	0	0	4.20627594008793	4.98286127406325	0.77658533397532	ssd
YDL168W	10.532037172382	YDL168W	0	0	0	6.11043215228724	5.90231481249263	-0.208117339794613	ssd
YDL169C	6.8639602272816	YDL169C	0	0	0	5.3005081479141	6.90131343103023	1.60080528311613	S
YDL170W	11.353108878014	YDL170W	0	0	0	3.39352877791515	4.34093962755357	0.947410849638423	ssd
YDL171C	15.4272424779339	YDL171C	1	1	1	6.80199929328525	7.69233652462458	0.890337231339323	ssd
YDL175C	11.0864618531095	YDL175C	0	0	0	4.56663861090493	3.1878152450034	-1.37882336590153	wgd
YDL176W	11.8249101828041	YDL176W	0	0	0	5.20130451275499	5.56763670836054	0.366332195605545	S
YDL177C	6.70017289826735	YDL177C	0	0	0	4.85473875300095	4.54270379224349	-0.312034960757457	ssd
YDL179W	11.1308834838637	YDL179W	0	0	0	4.34079011994344	4.66316811470095	0.322377994757507	wgd
YDL180W	11.7727245335496	YDL180W	0	0	0	3.02405544462416	4.68342697637019	1.65937153174603	S
YDL181W	6.72069401467334	YDL181W	0	0	0	4.48565223066119	5.46811407158363	0.982461840922443	wgd
YDL182W	13.9182312141761	YDL182W	2	1	1	9.45351346380844	7.91901226832074	-1.5345011954877	wgd
YDL185W	12.8187145027108	YDL185W	1	0	1	8.1129971889326	7.92681782090499	-0.186179368027611	ssd
YDL186W	6.72030483337421	YDL186W	0	0	0	4.34079011994344	5.47455285593529	1.13376273599185	S
YDL188C	11.5563971940462	YDL188C	0	0	0	3.79099092729537	4.41137878787219	0.620387860576825	wgd
YDL189W	9.51962420252375	YDL189W	1	0	0	4.23544370018393	3.56874962452115	-0.666694075662781	S
YDL190C	11.9268299147265	YDL190C	1	0	0	5.45309280728622	5.11209540839529	-0.340997398890927	S
YDL191W	6.72270144656575	YDL191W	0	0	0	1.37005265571591	0	-1.37005265571591	wgd
YDL192W	15.5671011362353	YDL192W	3	1	1	9.99610623620705	9.66923941125265	-0.326866824954408	ssd_wgd
YDL194W	10.7286090184033	YDL194W	0	0	0	4.1217945774892	4.84089622917722	0.719101651688019	wgd
YDL195W	10.1401837644681	YDL195W	0	0	0	6.61322516553606	5.85265060019588	-0.760574565340178	ssd
YDL197C	11.3432065552978	YDL197C	0	0	0	4.06142195950972	3.32389747153499	-0.737524487974731	ssd
YDL198C	11.710989316944	YDL198C	0	0	0	7.28372735086685	7.10732170969651	-0.176405641170335	ssd
YDL201W	11.9043582892085	YDL201W	0	0	0	5.05743727487273	4.30512420290556	-0.752313071967168	S
YDL202W	11.7137360317782	YDL202W	0	0	0	4.07450543636363	3.47763847529061	-0.596866961073021	S
YDL203C	11.6115436302222	YDL203C	0	0	0	3.72481395704308	3.1878152450034	-0.536998712039678	ssd
YDL204W	14.4792579499787	YDL204W	1	1	1	2.52466801633163	3.56874962452115	1.04408160818952	wgd
YDL207W	13.5247169831348	YDL207W	2	1	1	6.90005770609635	6.88481767837809	-0.0152400277182503	S
YDL208W	6.94232376096834	YDL208W	0	0	0	8.47339729239044	7.77680147306681	-0.696595819323628	ssd
YDL211C	11.6851935152208	YDL211C	0	0	0	2.83000376373142	1.57319029959131	-1.25681346414011	wgd
YDL212W	15.5861644842306	YDL212W	2	1	1	5.48053334014964	4.98397404598306	-0.496559294166584	S
YDL214C	11.0972128164966	YDL214C	0	0	0	3.86350240526411	2.20334839455088	-1.66015401071323	wgd
YDL216C	11.3654773738176	YDL216C	0	0	0	4.17973396605741	3.890378593532	-0.289355372525411	ssd
YDL217C	6.61463473113337	YDL217C	0	0	0	4.88393844790833	4.62687129638928	-0.257067151519049	ssd
YDL218W	6.88955186979215	YDL218W	0	0	0	1.65092536011202	0	-1.65092536011202	ssd
YDL219W	12.9601968736524	YDL219W	0	0	1	4.32319710823933	3.44335336200626	-0.879843746233071	S
YDL220C	6.93073733756289	YDL220C	4	0	0	3.14676762284219	6.52165382826663	3.37488620542444	S
YDL222C	14.6180190199819	YDL222C	1	1	1	0	0	0	ssd_wgd
YDL223C	10.7249949498007	YDL223C	0	0	0	2.05991244904677	0.991179141210652	-1.06873330783612	wgd
YDL224C	11.686711251	YDL224C	0	0	0	5.13116553572124	4.73784897437117	-0.393316561350066	ssd_wgd
YDL225W	14.8226406934331	YDL225W	1	1	1	4.76495118550817	4.79029244968989	0.0253412641817237	ssd
YDL229W	6.67180106887287	YDL229W	0	0	0	9.21793347104372	7.8897047251357	-1.32822874590802	ssd_wgd
YDL230W	11.492339518345	YDL230W	0	0	0	5.64757067167755	5.57417418610965	-0.0733964855678959	ssd
YDL231C	11.5263093967693	YDL231C	0	0	0	5.45309280728622	5.63431155531674	0.181218748030514	S
YDL232W	15.8338332316669	YDL232W	1	1	1	NA	NA	NA	S
YDL233W	11.8298218144792	YDL233W	0	0	0	4.72010879081651	4.2668914601554	-0.453217330661116	S
YDL234C	7.08847613416814	YDL234C	0	0	0	5.78460605679781	5.5114205980679	-0.273185458729911	ssd
YDL235C	9.2209493008381	YDL235C	0	0	0	3.99842118872913	3.18772341420822	-0.810697774520915	S
YDL236W	12.5977945404029	YDL236W	1	0	1	3.93198555641425	1.88912304772251	-2.04286250869174	S
YDL237W	11.9985056437915	YDL237W	0	0	0	4.27294138278313	2.57022974934768	-1.70271163343545	S
YDL239C	11.5136913157933	YDL239C	0	0	0	3.81706039434127	5.18938180096141	1.37232140662014	ssd_wgd
YDL240W	11.687003931474	YDL240W	0	0	0	4.45622790420279	3.56271866397075	-0.893509240232043	ssd
YDL241W	7.1479920587565	YDL241W	0	0	0	0	2.46122207209101	2.46122207209101	S
YDL243C	11.4471927812689	YDL243C	0	0	0	2.40073191530639	2.79219943280544	0.391467517499047	ssd
YDL244W	11.8450228646683	YDL244W	0	0	0	NA	NA	NA	ssd
YDL245C	10.634597019514	YDL245C	0	0	0	NA	NA	NA	ssd
YDL246C	11.1333683972069	YDL246C	1	0	0	0	0	0	ssd
YDL247W	11.311226911107	YDL247W	0	0	0	NA	NA	NA	ssd
YDL248W	11.091227942292	YDL248W	0	0	0	NA	NA	NA	ssd
YDR001C	11.3282536756076	YDR001C	0	0	0	6.98375748757112	7.31332749092234	0.32957000335122	wgd
YDR002W	11.3744921546954	YDR002W	0	0	0	7.44008014020884	6.02696821644994	-1.4131119237589	ssd
YDR003W-A	6.73431202145901	YDR003W-A	0	0	0	NA	NA	NA	S
YDR004W	11.0826884432487	YDR004W	0	0	0	2.87562477827	3.71892051082171	0.843295732551705	ssd
YDR006C	11.65991646313	YDR006C	0	0	0	6.29817990367189	7.4122056870604	1.11402578338851	S
YDR007W	11.1701493168678	YDR007W	0	0	0	7.12724118975447	6.35755728276102	-0.769683906993456	S
YDR009W	11.6408009081681	YDR009W	1	0	0	4.07450543636363	4.56800777581335	0.493502339449717	wgd
YDR013W	9.63662462054365	YDR013W	0	0	0	6.48782395913694	5.81550626391258	-0.672317695224367	S
YDR014W	10.833585880277	YDR014W	0	0	0	3.72481395704308	5.37717581851133	1.65236186146826	ssd
YDR016C	11.4777568474977	YDR016C	1	0	0	4.65863423044338	4.66307131265128	0.00443708220790295	S
YDR017C	10.1773286217428	YDR017C	1	0	0	5.45309280728622	6.67802963803721	1.22493683075099	ssd
YDR018C	11.9274743193039	YDR018C	0	0	0	3.40634890627492	3.71892051082171	0.312571604546782	wgd
YDR019C	12.3656022774155	YDR019C	0	0	0	5.99511588355349	6.48113584113136	0.486019957577869	S
YDR020C	11.7457920069674	YDR020C	1	0	0	5.80727247998547	7.10137693986754	1.29410445988207	ssd
YDR022C	11.9610659263711	YDR022C	1	0	0	3.63403559737546	4.79029244968989	1.15625685231443	ssd
YDR023W	6.97727992349992	YDR023W	0	0	0	8.25233428411091	7.16961438782459	-1.08271989628632	ssd
YDR025W	10.4138271884787	YDR025W	0	0	0	NA	NA	NA	wgd
YDR026C	12.0113127179557	YDR026C	0	0	0	4.1217945774892	5.24625605657646	1.12446147908726	wgd
YDR027C	11.524938728911	YDR027C	1	0	0	6.103873161525	6.87726572581353	0.773392564288536	ssd
YDR028C	12.1760608549292	YDR028C	0	0	0	5.22442621762487	4.80946589463946	-0.414960322985414	wgd
YDR031W	6.90508496883233	YDR031W	0	0	0	4.69881855011494	4.71360234453009	0.0147837944151528	S
YDR032C	15.6695789111011	YDR032C	3	1	1	9.49250216306901	8.81523277371753	-0.67726938935148	ssd_wgd
YDR033W	15.7516933637103	YDR033W	0	1	1	6.77406223620792	1.88912304772251	-4.88493918848541	ssd_wgd
YDR034C-A	6.67946293457736	YDR034C-A	0	0	0	NA	NA	NA	S
YDR034W-B	13.2830328274472	YDR034W-B	0	1	1	NA	NA	NA	wgd
YDR035W	11.2358962668819	YDR035W	0	0	0	5.09477233512521	4.37547043728435	-0.719301897840855	ssd
YDR037W	15.8142109495596	YDR037W	0	1	1	8.84246349152891	8.67101024127845	-0.17145325025046	ssd
YDR038C	11.0239779755649	YDR038C	0	0	0	NA	NA	NA	ssd
YDR039C	11.7403114156034	YDR039C	0	0	0	NA	NA	NA	ssd
YDR040C	11.0275577922892	YDR040C	0	0	0	NA	NA	NA	ssd
YDR041W	11.5610817596283	YDR041W	0	0	0	5.48053334014964	6.24856329811804	0.768029957968401	S
YDR042C	11.9671040442725	YDR042C	0	0	0	3.77382757898069	3.98341320676268	0.209585627781987	S
YDR043C	7.0248392051432	YDR043C	0	0	0	5.89815271430318	4.23117124963608	-1.66698146466709	wgd
YDR044W	11.659069063465	YDR044W	1	0	0	5.58759901981814	5.63431155531674	0.0467125354985996	S
YDR046C	14.3048620516205	YDR046C	0	1	1	6.29747391057014	2.67991917497906	-3.61755473559108	wgd
YDR047W	14.435472383295	YDR047W	2	1	1	6.34541056948753	5.34144143267256	-1.00396913681497	S
YDR051C	11.8207092634908	YDR051C	2	0	0	6.84998675338692	7.07513681978421	0.225150066397294	S
YDR052C	11.1893823797534	YDR052C	2	0	0	5.03104665580301	5.01938612357051	-0.0116605322324999	S
YDR055W	10.6951996885608	YDR055W	0	0	0	6.56166370348519	6.65895406529275	0.0972903618075582	ssd_wgd
YDR057W	12.2659248117914	YDR057W	3	0	0	0	2.79219943280544	2.79219943280544	S
YDR058C	11.6462395982563	YDR058C	0	0	0	4.20420333239365	4.66316811470095	0.458964782307298	S
YDR059C	10.4473778027078	YDR059C	0	0	0	6.23813337248606	8.01992981913102	1.78179644664496	ssd_wgd
YDR060W	14.3596935878916	YDR060W	3	1	1	7.28827549777988	6.72394075404104	-0.564334743738845	ssd
YDR062W	6.95344529780426	YDR062W	0	0	0	3.77382757898069	3.82594840474589	0.0521208257652011	ssd
YDR063W	6.45793968941789	YDR063W	0	0	0	5.99669379538315	6.28653743205502	0.289843636671868	S
YDR067C	12.5859077284067	YDR067C	0	0	1	5.89815271430318	7.19978029756913	1.30162758326596	ssd
YDR068W	15.2667287085794	YDR068W	2	1	1	4.61883182435018	5.58108305211095	0.962251227760768	S
YDR070C	11.6981152165237	YDR070C	0	0	0	4.32319710823933	7.50596236422553	3.1827652559862	S
YDR071C	8.88165806211703	YDR071C	0	0	0	7.21322089455649	6.37546174892024	-0.837759145636243	S
YDR072C	6.7062849234026	YDR072C	0	0	0	7.18029707305814	7.84009810777236	0.659801034714219	ssd
YDR074W	14.4643329396199	YDR074W	1	1	1	5.95669791424183	5.07029056860067	-0.886407345641163	ssd
YDR075W	6.94079598750333	YDR075W	0	0	0	3.59617186214146	4.23117124963608	0.634999387494624	ssd
YDR076W	10.9505540552007	YDR076W	0	0	0	6.62603313906808	7.57449513691098	0.948461997842899	S
YDR078C	11.9867135446412	YDR078C	0	0	0	4.43896479931164	5.84059163556743	1.4016268362558	S
YDR079W	11.1228278497519	YDR079W	0	0	0	4.61883182435018	5.13962911258904	0.52079728823886	S
YDR080W	12.1026348723353	YDR080W	2	0	0	5.9458745321434	7.40561802702564	1.45974349488224	S
YDR081C	11.9753715594109	YDR081C	0	0	0	6.11876046506141	6.96236393150695	0.843603466445536	ssd
YDR082W	9.21278416843874	YDR082W	0	0	0	3.52049768158917	1.98674949650459	-1.53374818508459	ssd
YDR084C	11.2198093116018	YDR084C	0	0	0	4.8492286825729	4.23117124963608	-0.618057432936812	S
YDR085C	10.3935056867986	YDR085C	0	0	0	4.43311969782023	5.81550626391258	1.38238656609235	ssd_wgd
YDR087C	10.6885070075296	YDR087C	1	0	0	5.3005081479141	4.30512420290556	-0.995383945008536	S
YDR088C	10.0850670585948	YDR088C	0	0	0	2.87562477827	4.66307131265128	1.78744653438128	ssd
YDR092W	10.9762042682072	YDR092W	1	0	0	NA	NA	NA	ssd
YDR093W	11.2439808435087	YDR093W	0	0	0	6.58628736827209	7.29600764225151	0.709720273979422	ssd_wgd
YDR096W	6.91906028638337	YDR096W	1	0	0	5.42940171979661	4.4425454561053	-0.986856263691309	ssd_wgd
YDR097C	10.776451789718	YDR097C	0	0	0	5.78460605679781	5.81550626391258	0.0309002071147617	ssd
YDR098C	11.3766508193764	YDR098C	2	0	0	8.34371871445307	7.51378285544288	-0.829935859010187	ssd_wgd
YDR099W	15.2416713996673	YDR099W	2	1	1	4.53088227966591	4.62687129638928	0.095989016723375	wgd
YDR100W	15.66925253796	YDR100W	1	1	1	6.27312980149713	4.88978988833676	-1.38333991316037	S
YDR101C	11.7390846070616	YDR101C	2	0	0	5.36304488836098	3.79092839084601	-1.57211649751497	S
YDR103W	11.9122575964985	YDR103W	4	0	0	3.40634890627492	4.54270379224349	1.13635488596857	ssd
YDR104C	11.6239625981009	YDR104C	0	0	0	4.32319710823933	3.79092839084601	-0.532268717393316	S
YDR105C	12.5607935936397	YDR105C	0	0	1	4.48565223066119	3.32389747153499	-1.1617547591262	S
YDR106W	11.4947230639464	YDR106W	0	0	0	3.52049768158917	2.57022974934768	-0.950267932241496	S
YDR107C	6.72147174792436	YDR107C	0	0	0	4.61729260483408	5.5114205980679	0.89412799323382	wgd
YDR108W	11.33733342352	YDR108W	0	0	0	3.93198555641425	3.47763847529061	-0.454347081123639	S
YDR111C	11.3288007533729	YDR111C	0	0	0	3.98553686153785	3.01752288530373	-0.968013976234118	ssd_wgd
YDR113C	11.4357149154305	YDR113C	1	0	0	5.62978499318495	5.30490159716321	-0.324883396021745	S
YDR115W	11.8991250444346	YDR115W	0	0	0	5.5441422293208	5.44214066975479	-0.102001559566012	S
YDR116C	6.56222223000429	YDR116C	0	0	0	5.05743727487273	3.56874962452115	-1.48868765035159	S
YDR117C	6.97015679857298	YDR117C	1	0	0	6.8860013506243	6.52165382826663	-0.364347522357676	S
YDR118W	10.8040177427246	YDR118W	2	0	0	4.73791926099064	5.44581276463917	0.707893503648529	S
YDR119W	11.5445968844613	YDR119W	0	0	0	6.33818549097756	7.15941727038769	0.821231779410135	ssd
YDR120C	11.6694719460711	YDR120C	1	0	0	4.3907089519901	4.07081005259229	-0.319898899397809	ssd
YDR121W	11.409517480655	YDR121W	1	0	0	5.16453288337933	4.89935450584039	-0.265178377538942	ssd
YDR122W	10.6477580826854	YDR122W	0	0	0	5.09933308089823	5.26741219740469	0.168079116506461	wgd
YDR127W	15.8869985950893	YDR127W	0	1	1	7.97964812058027	8.63339851393515	0.653750393354882	S
YDR135C	7.21640142817593	YDR135C	1	0	0	5.64056598149991	4.80946589463946	-0.831100086860454	ssd
YDR138W	11.3755330561835	YDR138W	1	0	0	4.8492286825729	5.34554185825807	0.496313175685176	ssd
YDR139C	6.48962327223432	YDR139C	0	0	0	NA	NA	NA	ssd
YDR140W	6.91228051498514	YDR140W	0	0	0	6.2820876139513	7.45452138780613	1.17243377385483	S
YDR141C	7.07161187806193	YDR141C	1	0	0	6.29817990367189	6.42916567936129	0.130985775689404	S
YDR143C	11.9381295640612	YDR143C	0	0	0	5.23513730280334	5.40898352943074	0.1738462266274	ssd
YDR144C	11.2500533117129	YDR144C	0	0	0	4.43896479931164	5.22892640770421	0.789961608392574	ssd_wgd
YDR146C	11.600840918027	YDR146C	0	0	0	5.39933860081784	4.68342697637019	-0.715911624447641	ssd_wgd
YDR147W	7.12366708901436	YDR147W	0	0	0	5.93599005291727	5.98258294692259	0.0465928940053244	wgd
YDR148C	11.3320009472731	YDR148C	1	0	0	7.35201693382995	7.68524637827589	0.333229444445942	ssd
YDR150W	11.6107605945212	YDR150W	2	0	0	5.76157516635723	6.92673481573681	1.16515964937958	ssd
YDR151C	11.5468518323871	YDR151C	1	0	0	5.13937535333265	5.1527229088374	0.013347555504744	wgd
YDR152W	13.3734042842306	YDR152W	1	1	1	6.49253420818245	6.3276909565397	-0.164843251642745	S
YDR153C	11.8025164781923	YDR153C	0	0	0	5.48053334014964	5.06389980142422	-0.416633538725423	ssd
YDR161W	11.2598998187096	YDR161W	0	0	0	5.09933308089823	5.44581276463917	0.346479683740936	S
YDR163W	11.5717032074432	YDR163W	0	0	0	4.88450512448582	5.52570245586788	0.641197331382058	ssd
YDR164C	9.33187980357881	YDR164C	1	0	0	3.77382757898069	4.07081005259229	0.296982473611593	ssd
YDR165W	11.2758103659135	YDR165W	0	0	0	5.56603272114756	5.82700855102456	0.260975829876999	ssd
YDR166C	13.4336611358275	YDR166C	2	1	1	5.89815271430318	5.95986750602666	0.0617147917234773	ssd
YDR167W	6.8349961398082	YDR167W	3	0	0	5.89454374646414	6.61981794138867	0.72527419492453	S
YDR169C	10.7343582535746	YDR169C	0	0	0	3.81706039434127	3.60331181060005	-0.213748583741223	ssd
YDR170C	15.5489794528126	YDR170C	4	1	1	5.95669791424183	5.68308725016804	-0.273610664073786	ssd
YDR172W	6.75618505683509	YDR172W	4	0	0	5.84204102661434	4.97356535833298	-0.868475668281365	ssd
YDR174W	6.48271178290506	YDR174W	3	0	0	6.74821969017775	6.32237345823181	-0.425846231945943	ssd
YDR175C	6.88862765759596	YDR175C	0	0	0	4.72010879081651	5.148722645563	0.428613854746486	S
YDR176W	6.49505198192875	YDR176W	0	0	0	5.09477233512521	5.24625605657646	0.151483721451256	ssd
YDR178W	11.9371855109655	YDR178W	0	0	0	7.99024581480308	9.80788939308089	1.81764357827781	wgd
YDR179C	12.0743693920808	YDR179C	0	0	0	2.42353245578277	5.93678632286145	3.51325386707868	S
YDR181C	11.9151167789241	YDR181C	1	0	0	3.7146521629532	4.68342697637019	0.968774813416998	ssd
YDR182W	11.2547679112272	YDR182W	0	0	0	4.51248606786198	4.10629806218386	-0.406188005678114	ssd
YDR182W-A	12.4329391144534	YDR182W-A	0	0	0	NA	NA	NA	ssd
YDR183W	11.2644867026828	YDR183W	0	0	0	5.10987034416654	4.88978988833676	-0.22008045582978	ssd
YDR185C	11.62070495704	YDR185C	0	0	0	3.59617186214146	3.03754563618114	-0.55862622596032	wgd
YDR189W	10.4333602546767	YDR189W	1	0	0	5.07975356407454	4.01876768490101	-1.06098587917353	ssd
YDR191W	10.4094252554888	YDR191W	0	0	0	3.36104823560291	3.18772341420822	-0.173324821394687	ssd
YDR194C	11.3749412589968	YDR194C	0	0	0	5.20130451275499	4.47853828444368	-0.722766228311317	ssd
YDR194W-A	11.6193329826466	YDR194W-A	0	0	0	NA	NA	NA	S
YDR195W	11.6682624054357	YDR195W	0	0	0	5.50846668441301	5.4789879786535	-0.0294787057595052	S
YDR198C	12.1276854748714	YDR198C	0	0	0	4.2890745637073	4.98286127406325	0.693786710355945	ssd
YDR200C	10.1468750152541	YDR200C	0	0	0	4.48565223066119	4.30512420290556	-0.180528027755627	wgd
YDR201W	10.4688147829909	YDR201W	3	0	0	4.63064426993776	3.94690861316987	-0.683735656767895	ssd
YDR202C	12.9524740888623	YDR202C	0	0	1	5.5219113217285	6.24856329811804	0.726651976389545	S
YDR204W	9.85912929940437	YDR204W	0	0	0	3.14534649396722	4.2668914601554	1.12154496618818	S
YDR205W	11.4405181341922	YDR205W	0	0	0	5.50380984044215	6.14900729463916	0.645197454197019	ssd
YDR208W	11.3941827358758	YDR208W	1	0	0	6.75512793130174	6.43679148146586	-0.318336449835889	ssd
YDR210W	6.68090336656166	YDR210W	0	0	0	NA	NA	NA	S
YDR212W	6.8233918459189	YDR212W	0	0	0	8.48398905145822	7.06989546381846	-1.41409358763975	ssd
YDR213W	11.9838579004636	YDR213W	1	0	0	6.16252627611757	4.62687129638928	-1.53565497972829	ssd_wgd
YDR214W	13.2426874575579	YDR214W	1	1	1	6.90864480764554	6.7768804123884	-0.131764395257141	ssd
YDR216W	11.6035524526696	YDR216W	0	0	0	6.4245979827402	6.0420708221837	-0.382527160556505	ssd
YDR217C	11.8385881857679	YDR217C	4	0	0	4.61729260483408	5.21158463975709	0.594292034923005	ssd
YDR219C	11.9649360224309	YDR219C	0	0	0	3.86350240526411	3.44335336200626	-0.420149043257854	S
YDR221W	11.8354583047336	YDR221W	0	0	0	5.0175611891453	5.6634670212113	0.645905832065996	ssd
YDR222W	11.8791659534225	YDR222W	0	0	0	5.55333899792529	7.66889207365935	2.11555307573406	ssd_wgd
YDR223W	11.6930545195919	YDR223W	0	0	0	3.93253367488182	6.20966195645332	2.2771282815715	wgd
YDR224C	6.78788778993738	YDR224C	0	0	0	11.6334266692304	9.67282839163302	-1.96059827759742	ssd
YDR225W	7.03342300153745	YDR225W	3	0	0	9.48931011016479	7.52928998702377	-1.96002012314102	ssd
YDR227W	7.08213921915059	YDR227W	4	0	0	4.13638007950834	5.80100599556469	1.66462591605634	ssd
YDR233C	15.432713897188	YDR233C	2	1	1	6.8860013506243	5.19223757175686	-1.69376377886745	wgd
YDR234W	9.22368289114773	YDR234W	0	0	0	6.86516412132824	5.63441321072748	-1.23075091060076	ssd
YDR238C	11.6019522288837	YDR238C	0	0	0	5.77829532476729	5.11209540839529	-0.66619991637199	ssd
YDR239C	12.2165518817824	YDR239C	0	0	0	5.39933860081784	6.19198303335609	0.792644432538254	S
YDR240C	11.9131469985974	YDR240C	0	0	0	3.79099092729537	4.17998868478701	0.388997757491645	S
YDR242W	11.3347346158636	YDR242W	1	0	0	5.13937535333265	6.7063095175996	1.56693416426695	ssd
YDR246W	11.7489394371843	YDR246W	0	0	0	4.81307313512634	4.3167756974515	-0.496297437674838	S
YDR247W	10.3187811951562	YDR247W	0	0	0	3.36104823560291	2.30778988232732	-1.05325835327558	wgd
YDR248C	11.8727010406663	YDR248C	0	0	0	4.07450543636363	4.68342697637019	0.608921540006564	S
YDR253C	11.3550602667851	YDR253C	0	0	0	7.47976409928822	8.23975126307083	0.759987163782607	wgd
YDR256C	11.9970921114925	YDR256C	1	0	0	4.53088227966591	4.71968177979685	0.188799500130947	ssd
YDR257C	11.7657611709125	YDR257C	0	0	0	2.74579880884521	0.927036267683973	-1.81876254116123	ssd
YDR258C	12.0647926801225	YDR258C	0	0	0	6.16410643616891	7.53043755125856	1.36633111508965	ssd
YDR260C	10.4770725903516	YDR260C	2	0	0	2.87562477827	2.01503362867244	-0.860591149597565	ssd
YDR261C	10.7113414083157	YDR261C	0	0	0	4.3907089519901	5.40813099822553	1.01742204623544	ssd
YDR262W	11.6832251443657	YDR262W	0	0	0	4.13638007950834	3.01752288530373	-1.11885719420461	S
YDR263C	11.7824143228352	YDR263C	0	0	0	2.16731296325649	4.18882816241232	2.02151519915583	wgd
YDR264C	15.2501939144941	YDR264C	1	1	1	4.39767976632401	5.78350903885003	1.38582927252602	wgd
YDR265W	14.0810172461822	YDR265W	2	1	1	4.77598288085166	5.13962911258904	0.363646231737382	ssd
YDR266C	11.5978152646759	YDR266C	1	0	0	5.09477233512521	4.41137878787219	-0.683393547253017	S
YDR267C	11.0195905609831	YDR267C	0	0	0	3.52049768158917	3.18772341420822	-0.332774267380954	ssd
YDR268W	7.00992565362578	YDR268W	0	0	0	3.72481395704308	3.56874962452115	-0.156064332521931	ssd
YDR270W	11.3130043225796	YDR270W	0	0	0	4.77598288085166	6.08110736962785	1.30512448877619	ssd
YDR273W	11.9579290698561	YDR273W	0	0	0	3.62627558304979	4.34093962755357	0.714664044503782	wgd
YDR275W	11.4093811860242	YDR275W	0	0	0	2.89162527141766	2.60165611094695	-0.28996916047071	wgd
YDR279W	7.10704570237466	YDR279W	0	0	0	5.16453288337933	4.60414250752326	-0.560390375856067	S
YDR281C	11.5956603599004	YDR281C	0	0	0	1.27911466371099	4.71360234453009	3.4344876808191	S
YDR282C	7.10666604577619	YDR282C	0	0	0	3.02405544462416	3.30601136515964	0.28195592053548	ssd
YDR283C	12.221532726046	YDR283C	4	0	0	5.5441422293208	5.71056125800624	0.166419028685437	ssd
YDR284C	14.4138847524377	YDR284C	3	1	1	5.45251966091463	6.12824596486581	0.675726303951177	ssd
YDR285W	11.4823893485338	YDR285W	0	0	0	2.16731296325649	3.3399483165301	1.17263535327361	ssd
YDR286C	11.1597315994221	YDR286C	0	0	0	4.51248606786198	4.82665525548407	0.31416918762209	S
YDR287W	11.3265764844778	YDR287W	0	0	0	7.21610559599084	6.94822704387917	-0.267878552111673	ssd
YDR288W	11.5317936542192	YDR288W	0	0	0	4.76495118550817	4.5066400222572	-0.258311163250962	S
YDR289C	11.4897405968179	YDR289C	0	0	0	3.72481395704308	3.6841118008666	-0.0407021561764829	ssd
YDR291W	11.4570202677183	YDR291W	0	0	0	5.09933308089823	5.30467530694392	0.205342226045691	ssd
YDR292C	6.83283450667978	YDR292C	1	0	0	5.34412188620352	5.63431155531674	0.290189669113217	ssd
YDR293C	15.2433298352898	YDR293C	2	1	1	5.80727247998547	6.42916567936129	0.621893199375823	ssd
YDR294C	7.20678091080757	YDR294C	3	0	0	4.6691968846114	4.60414250752326	-0.0650543770881358	ssd
YDR296W	10.2864144027558	YDR296W	0	0	0	5.13116553572124	4.30512420290556	-0.826041332815673	S
YDR298C	6.85162736687407	YDR298C	1	0	0	8.35521893510061	8.54840579754958	0.193186862448968	S
YDR299W	6.5409081390546	YDR299W	0	0	0	5.60122405751465	5.56763670836054	-0.0335873491541125	ssd
YDR300C	14.5947810306022	YDR300C	3	1	1	5.64056598149991	4.87730254099799	-0.763263440501921	wgd
YDR301W	11.1595128437058	YDR301W	0	0	0	5.60884767461348	5.80100599556469	0.192158320951201	S
YDR302W	11.4863248036548	YDR302W	0	0	0	5.69083889086008	4.79029244968989	-0.900546441170188	S
YDR303C	8.98630482212227	YDR303C	1	0	0	5.09933308089823	3.890378593532	-1.20895448736624	wgd
YDR304C	11.1210706819607	YDR304C	0	0	0	6.3125145219625	5.34029164931521	-0.972222872647287	wgd
YDR305C	12.2993369041227	YDR305C	1	0	0	6.23813337248606	5.95041942141033	-0.28771395107573	ssd
YDR306C	11.8025658320337	YDR306C	1	0	0	5.64056598149991	5.80100599556469	0.160440014064773	S
YDR307W	13.803878207504	YDR307W	0	1	1	5.28670745222246	5.37707514934418	0.0903676971217209	ssd
YDR308C	9.86706702331606	YDR308C	1	0	0	4.34079011994344	4.61090672024708	0.270116600303637	S
YDR310C	9.62870312966582	YDR310C	2	0	0	4.95936677469595	4.60414250752326	-0.35522426717269	ssd
