"gene"	"DMSO1"	"DMSO2"	"DMSO3"	"MTX1"	"MTX2"	"MTX3"
"YKR023W"	192	163	99	262	295	188
"YKR024C"	73	61	28	58	54	52
"YKR025W"	165	155	95	288	224	233
"YKR026C"	677	505	342	655	550	527
"YKR027W"	116	94	69	82	109	52
"YKR028W"	231	209	89	127	108	138
"YKR029C"	154	70	55	87	107	82
"YKR030W"	63	79	44	80	80	48
"YKR031C"	319	312	187	640	659	337
"YKR032W"	12	10	3	2	1	2
"YKR033C"	3	0	3	11	14	18
"YKR034W"	0	0	0	24	18	19
"YKR035C"	2	2	4	3	0	6
"YKR035W-A"	434	316	192	508	618	362
"YKR036C"	83	55	32	55	67	68
"YKR037C"	157	186	108	175	139	173
"YKR038C"	549	450	294	635	512	479
"YKR039W"	305	303	133	912	1131	1578
"YKR040C"	22	4	8	6	21	11
"YKR041W"	19	2	1	5	4	1
"YKR042W"	2051	1608	1348	5085	4013	2427
"YKR043C"	844	911	773	795	797	751
"YKR044W"	37	32	19	46	36	43
"YKR045C"	122	129	66	181	250	276
"YKR046C"	698	533	354	1324	1729	1273
"YKR047W"	177	194	139	108	92	53
"YKR048C"	1414	1053	1005	1297	1095	1243
"YKR049C"	321	303	298	1083	1332	1319
"YKR050W"	6	6	7	8	18	20
"YKR051W"	120	53	37	189	217	137
"YKR052C"	140	88	76	161	227	196
"YKR053C"	116	53	15	87	111	148
"YKR054C"	493	423	274	958	1238	1157
"YKR055W"	1	2	5	0	0	0
"YKR056W"	184	208	103	257	276	282
"YKR057W"	854	861	627	207	175	159
"YKR058W"	8981	7917	7298	6217	6908	5771
"YKR059W"	34	37	25	96	125	63
"YKR060W"	1428	1234	808	1197	1159	710
"YKR061W"	76	57	45	109	104	85
"YKR062W"	80	99	46	57	150	307
"YKR063C"	72	80	39	160	138	127
"YKR064W"	123	111	84	202	231	197
"YKR065C"	674	706	381	317	511	1415
"YKR066C"	956	914	555	2237	2833	1364
"YKR067W"	91	68	30	129	134	133
"YKR068C"	431	396	244	507	578	660
"YKR069W"	17	15	4	8	6	4
"YKR070W"	155	126	53	90	65	136
"YKR071C"	646	624	419	1146	1317	1404
"YKR072C"	303	199	163	592	429	449
"YKR073C"	6	1	1	7	3	4
"YKR074W"	390	300	173	152	111	102
"YKR075C"	235	198	107	708	494	126
"YKR075W-A"	8	11	0	2	1	2
"YKR076W"	25	16	6	18	4	19
"YKR077W"	22	36	19	40	51	34
"YKR078W"	39	57	23	147	122	126
"YKR079C"	187	161	137	140	193	97
"YKR080W"	443	434	195	1312	1208	1800
"YKR081C"	503	407	235	235	249	194
"YKR082W"	130	118	60	90	67	79
"YKR083C"	61	48	21	32	38	24
"YKR084C"	323	285	186	331	387	337
"YKR085C"	220	231	179	225	259	220
"YKR086W"	79	48	34	137	136	125
"YKR087C"	315	212	169	456	490	451
"YKR088C"	157	75	85	182	226	295
"YKR089C"	989	926	643	1688	1720	1521
"YKR090W"	63	53	36	50	44	53
"YKR091W"	125	186	94	218	217	250
"YKR092C"	616	456	257	243	228	118
"YKR093W"	195	106	65	23	21	23
"YKR094C"	9957	9909	8376	3284	3907	4390
"YKR095W"	169	139	57	147	154	78
"YKR095W-A"	400	267	131	284	342	305
"YKR096W"	246	189	124	205	241	283
"YKR097W"	21	30	16	223	332	359
"YKR098C"	136	85	79	145	101	126
"YKR099W"	89	101	59	113	125	119
"YKR100C"	79	59	31	171	160	134
"YKR101W"	53	39	23	82	76	93
"YKR102W"	23	27	22	195	192	117
"YKR103W"	17	8	12	55	53	43
"YKR104W"	3	2	0	3	2	5
"YKR105C"	0	0	0	1	0	0
"YKR106W"	0	0	0	0	0	0
"YLL001W"	697	674	422	1038	1360	1067
"YLL002W"	82	52	69	105	83	96
"YLL003W"	79	59	46	106	130	115
"YLL004W"	65	61	19	70	67	80
"YLL005C"	0	0	0	9	6	1
"YLL006W"	63	31	16	21	63	41
"YLL006W-A"	0	0	0	3	2	0
"YLL007C"	45	25	18	31	42	50
"YLL008W"	307	279	125	226	199	176
"YLL009C"	2687	2265	1364	2363	2941	3567
"YLL010C"	109	110	87	172	165	134
"YLL011W"	339	288	205	304	267	169
"YLL012W"	31	38	16	75	90	56
"YLL013C"	849	766	451	839	991	696
"YLL014W"	293	296	210	257	281	212
"YLL015W"	55	48	35	586	726	641
"YLL018C"	4097	3686	2010	2748	2644	3054
"YLL018C-A"	8	18	4	0	0	0
"YLL019C"	888	552	360	853	933	1435
"YLL019W-A"	0	2	0	0	8	0
"YLL020C"	7	10	7	55	71	32
"YLL021W"	210	163	55	141	168	127
"YLL022C"	249	236	139	409	425	316
"YLL023C"	228	167	107	297	411	147
"YLL024C"	6918	6488	4890	2005	1907	2118
"YLL025W"	23	32	7	78	50	54
"YLL026W"	2284	1305	679	2339	2550	1819
"YLL027W"	1539	1770	855	2755	2925	2912
"YLL028W"	135	85	66	163	163	153
"YLL029W"	828	602	436	1254	1523	1060
"YLL030C"	0	0	0	0	0	0
"YLL031C"	105	125	97	198	172	167
"YLL032C"	141	151	103	125	159	141
"YLL033W"	9	9	4	15	28	13
"YLL034C"	187	120	89	79	75	99
"YLL035W"	68	53	59	83	49	32
"YLL036C"	442	337	246	315	366	326
"YLL037W"	13	16	7	13	19	13
"YLL038C"	7	3	3	1	18	5
"YLL039C"	1125	916	743	3151	3836	2114
"YLL040C"	299	227	130	380	462	393
"YLL041C"	4101	4360	2663	15250	17919	21304
"YLL042C"	16	34	44	72	70	43
"YLL043W"	110	105	31	130	60	112
"YLL044W"	0	0	0	0	0	0
"YLL045C"	17864	17937	11646	4653	5077	4630
"YLL046C"	0	0	0	0	1	0
"YLL047W"	6	2	5	0	0	4
"YLL048C"	94	46	31	37	52	19
"YLL049W"	19	16	3	36	28	21
"YLL050C"	7842	7853	5143	4782	4735	7307
"YLL051C"	134	111	78	569	602	409
"YLL052C"	7	3	2	0	11	6
"YLL053C"	37	40	24	234	339	140
"YLL054C"	11	17	3	13	18	15
"YLL055W"	25	15	5	39	54	30
"YLL056C"	77	43	53	103	99	149
"YLL057C"	20	9	7	18	11	9
"YLL058W"	82	125	70	108	137	61
"YLL059C"	0	1	0	1	0	0
"YLL060C"	73	44	26	329	407	256
"YLL061W"	151	153	93	240	328	272
"YLL062C"	549	493	414	306	402	332
"YLL063C"	54	50	16	71	71	99
"YLL064C"	0	0	0	0	0	0
"YLL065W"	0	0	0	0	0	0
"YLL066C"	0	0	0	0	0	0
"YLL066W-A"	0	0	0	0	0	0
"YLL066W-B"	0	0	0	0	0	2
"YLL067C"	0	0	0	0	1	0
"YLL067W-A"	0	0	0	0	0	0
"YLR001C"	55	43	22	129	109	96
"YLR002C"	231	163	92	151	143	121
"YLR003C"	200	217	99	343	359	168
"YLR004C"	22	9	0	24	22	25
"YLR005W"	215	173	132	351	279	421
"YLR006C"	77	83	63	104	145	98
"YLR007W"	60	87	36	285	325	321
"YLR008C"	403	316	225	285	250	230
"YLR009W"	404	393	292	420	441	257
"YLR010C"	28	24	12	94	89	79
"YLR011W"	22	7	12	35	22	61
"YLR012C"	0	0	0	0	0	0
"YLR013W"	0	0	0	0	0	0
"YLR014C"	19	9	4	16	8	7
"YLR015W"	37	42	6	25	34	82
"YLR016C"	251	182	78	196	158	251
"YLR017W"	661	644	471	589	518	593
"YLR018C"	69	27	22	38	67	17
"YLR019W"	525	502	282	283	440	347
"YLR020C"	60	55	24	76	68	49
"YLR021W"	334	293	279	366	413	560
"YLR022C"	120	125	92	84	144	163
"YLR023C"	229	144	79	211	255	170
"YLR024C"	81	34	22	120	77	75
"YLR025W"	689	656	412	1518	1636	1282
"YLR026C"	187	254	91	183	182	195
"YLR027C"	4769	4400	2858	3041	3271	4565
"YLR028C"	2442	2101	1388	1536	1679	2478
"YLR029C"	7670	7838	4686	2257	2798	2301
"YLR030W"	0	0	0	0	0	0
"YLR031W"	1	1	0	3	8	3
"YLR032W"	118	85	55	153	149	154
"YLR033W"	183	197	99	124	152	186
"YLR034C"	213	197	99	438	579	491
"YLR035C"	8	11	10	29	20	11
"YLR036C"	148	113	96	85	140	143
"YLR037C"	35	26	16	139	140	249
"YLR038C"	3344	3220	1813	17079	22506	20521
"YLR039C"	178	128	116	200	193	177
"YLR040C"	16	13	9	45	49	17
"YLR041W"	3	0	0	0	0	1
"YLR042C"	9	2	2	8	11	10
"YLR043C"	6015	5664	3914	4543	6055	8102
"YLR044C"	77517	75015	47435	64866	61754	67670
"YLR045C"	286	178	85	269	315	309
"YLR046C"	73	46	37	183	248	187
"YLR047C"	7	5	10	2	6	2
"YLR048W"	6024	5412	4403	2374	2591	1840
"YLR049C"	180	166	88	72	53	67
"YLR050C"	1403	1443	549	2158	2451	2381
"YLR051C"	182	137	96	276	257	203
"YLR052W"	129	115	70	238	202	222
"YLR053C"	7	18	7	1334	1546	1478
"YLR054C"	28	12	5	14	11	24
"YLR055C"	130	96	73	149	174	104
"YLR056W"	841	609	397	2056	2826	1818
"YLR057W"	40	38	21	49	42	53
"YLR058C"	29429	29147	19085	79897	75813	44393
"YLR059C"	555	652	430	1201	1249	694
"YLR060W"	2958	2681	1612	1323	1296	1982
"YLR061W"	5634	6144	4418	1703	1548	1847
"YLR062C"	0	0	1	0	3	0
"YLR063W"	7	2	2	0	3	2
"YLR064W"	261	216	83	186	170	162
"YLR065C"	227	184	150	136	171	141
"YLR066W"	484	436	277	332	424	421
"YLR067C"	25	26	4	28	50	38
"YLR068W"	170	175	115	316	356	218
"YLR069C"	59	54	14	53	51	55
"YLR070C"	43	25	16	63	51	18
"YLR071C"	69	52	44	36	52	54
"YLR072W"	96	85	54	159	127	169
"YLR073C"	40	33	46	75	53	26
"YLR074C"	394	338	211	732	626	654
"YLR075W"	23780	22774	13271	7547	8417	6150
"YLR076C"	2	7	0	2	3	6
"YLR077W"	149	179	101	226	222	252
"YLR078C"	241	248	159	246	251	261
"YLR079W"	414	381	253	427	675	398
"YLR080W"	10	3	1	33	9	32
"YLR081W"	4	4	7	10	22	30
"YLR082C"	15	15	2	17	22	11
"YLR083C"	170	141	99	147	147	175
"YLR084C"	55	69	52	66	97	77
"YLR085C"	228	167	114	144	211	228
"YLR086W"	64	69	23	101	71	104
"YLR087C"	71	64	31	180	179	114
"YLR088W"	59	53	28	42	45	54
"YLR089C"	868	786	451	1413	1544	795
"YLR090W"	22	24	7	62	22	25
"YLR091W"	76	61	33	102	59	67
"YLR092W"	220	209	156	435	453	230
"YLR093C"	249	201	118	230	223	218
"YLR094C"	118	93	57	103	122	126
"YLR095C"	205	209	110	206	185	145
"YLR096W"	510	423	241	402	479	280
"YLR097C"	178	147	85	274	370	237
"YLR098C"	126	143	87	187	225	318
"YLR099C"	66	96	41	97	94	63
"YLR099W-A"	575	523	458	664	775	745
"YLR100W"	286	342	183	300	282	397
"YLR101C"	0	1	0	4	3	0
"YLR102C"	17	9	1	7	14	16
"YLR103C"	136	128	64	130	131	103
"YLR104W"	188	192	155	179	157	169
"YLR105C"	74	82	22	98	107	154
"YLR106C"	309	219	92	361	305	276
"YLR107W"	130	145	83	356	275	376
"YLR108C"	20	22	53	60	54	57
"YLR109W"	13970	12935	11138	27729	26921	40032
"YLR110C"	400604	415593	365560	347829	359428	413354
"YLR111W"	0	0	0	0	0	0
"YLR112W"	13	8	28	4	6	25
"YLR113W"	550	525	414	341	364	301
"YLR114C"	35	42	21	56	35	27
"YLR115W"	112	143	67	192	182	217
"YLR116W"	302	288	142	1091	1045	483
"YLR117C"	72	79	56	99	121	124
"YLR118C"	304	307	196	260	385	414
"YLR119W"	61	55	53	55	67	104
"YLR120C"	453	304	236	674	803	628
"YLR120W-A"	33	37	6	16	27	64
"YLR121C"	203	173	109	1705	1293	2585
"YLR122C"	2	2	5	3	7	18
"YLR123C"	0	0	0	0	0	0
"YLR124W"	0	1	0	4	1	3
"YLR125W"	0	2	0	4	11	2
"YLR126C"	52	45	43	79	78	88
"YLR127C"	30	24	8	24	26	39
"YLR128W"	11	10	9	37	17	45
"YLR129W"	323	251	144	309	275	231
"YLR130C"	106	140	101	383	432	446
"YLR131C"	330	253	227	368	415	295
"YLR132C"	24	10	18	24	18	16
"YLR133W"	206	206	107	254	297	512
"YLR134W"	87	117	90	235	268	230
"YLR135W"	38	25	8	22	19	47
"YLR136C"	49	56	48	51	39	40
"YLR137W"	127	87	67	128	134	127
"YLR138W"	140	112	54	177	251	166
"YLR139C"	35	24	9	30	31	19
"YLR140W"	0	0	3	0	1	0
"YLR141W"	9	8	4	1	7	2
"YLR142W"	66	63	17	102	161	295
"YLR143W"	105	75	78	114	113	76
"YLR144C"	166	122	102	119	198	108
"YLR145W"	84	61	47	99	83	75
"YLR146C"	684	611	262	410	543	399
"YLR146W-A"	337	360	274	461	475	396
"YLR147C"	152	152	103	220	162	94
"YLR148W"	57	47	29	49	56	58
"YLR149C"	176	133	91	246	344	404
"YLR149C-A"	0	0	0	0	0	0
"YLR150W"	12110	10838	7333	4831	5283	3992
"YLR151C"	73	45	30	44	43	88
"YLR152C"	215	190	110	326	505	853
"YLR153C"	1977	1737	969	1462	1430	1364
"YLR154C"	127	137	135	165	153	221
"YLR154C-G"	0	0	0	0	0	0
"YLR154C-H"	0	0	0	0	0	0
"YLR154W-A"	0	0	0	0	0	0
"YLR154W-B"	0	0	0	0	0	0
"YLR154W-C"	0	0	0	0	0	0
"YLR154W-E"	0	0	0	0	0	0
"YLR154W-F"	0	0	0	0	0	0
"YLR155C"	0	0	0	0	0	0
"YLR156C-A"	0	0	0	0	0	0
"YLR156W"	0	0	0	0	0	0
"YLR157C"	0	0	0	0	0	0
"YLR157C-C"	0	0	0	0	0	0
"YLR157W-D"	0	0	0	0	0	0
"YLR157W-E"	0	0	0	0	0	0
"YLR158C"	0	0	0	0	0	0
"YLR159C-A"	0	0	0	0	0	0
"YLR159W"	0	0	0	0	0	0
"YLR160C"	0	0	0	0	0	0
"YLR161W"	0	0	0	0	0	0
"YLR162W"	0	0	0	0	0	0
"YLR162W-A"	122	161	49	459	557	302
"YLR163C"	370	327	227	521	589	377
"YLR163W-A"	1	0	0	1	0	1
"YLR164W"	54	51	46	144	191	194
"YLR165C"	39	15	15	77	71	76
"YLR166C"	202	185	97	264	203	192
"YLR167W"	41523	46163	27168	19009	23481	74774
"YLR168C"	1261	1175	850	2319	2755	1755
"YLR169W"	8	4	10	4	0	0
"YLR170C"	169	132	92	343	373	434
"YLR171W"	39	34	13	6	6	2
"YLR172C"	1116	1116	662	1701	1892	1563
"YLR173W"	5	8	7	54	53	38
"YLR174W"	219	227	176	3258	4871	4684
"YLR175W"	833	783	447	376	377	244
"YLR176C"	55	63	44	83	72	105
"YLR177W"	788	659	483	576	746	581
"YLR178C"	2318	2200	1697	7031	8436	4791
"YLR179C"	1642	1895	1448	2830	3032	3008
"YLR180W"	9199	9016	5436	13271	11892	15501
"YLR181C"	173	175	60	284	354	230
"YLR182W"	350	305	194	339	383	178
"YLR183C"	111	143	70	90	89	105
"YLR184W"	0	0	1	0	0	0
"YLR185W"	18550	18135	12848	6699	6317	7505
"YLR186W"	570	573	416	485	549	569
"YLR187W"	98	81	35	80	81	69
"YLR188W"	134	121	53	284	302	305
"YLR189C"	148	85	40	280	245	201
"YLR190W"	447	456	302	1065	1003	840
"YLR191W"	45	43	37	85	80	83
"YLR192C"	2251	2274	1698	1268	1347	1211
"YLR193C"	583	562	258	677	965	805
"YLR194C"	2097	2022	1482	2018	2471	1746
"YLR195C"	569	564	318	544	683	634
"YLR196W"	240	209	102	224	152	153
"YLR197W"	1430	1243	649	636	666	376
"YLR198C"	5	5	7	19	19	17
"YLR199C"	137	143	81	96	107	175
"YLR200W"	314	247	181	355	402	246
"YLR201C"	696	606	375	505	741	781
"YLR202C"	2	2	0	3	7	5
"YLR203C"	35	40	21	12	20	27
"YLR204W"	661	592	564	1394	1715	1260
"YLR205C"	34	67	40	272	281	409
"YLR206W"	184	157	94	114	151	78
"YLR207W"	36	34	19	66	69	38
"YLR208W"	620	459	255	304	364	309
"YLR209C"	812	804	577	546	656	711
"YLR210W"	87	90	55	88	110	47
"YLR211C"	69	96	49	268	310	176
"YLR212C"	347	259	218	320	279	263
"YLR213C"	6	9	2	18	12	18
"YLR214W"	33	30	36	39	42	35
"YLR215C"	102	128	79	240	237	129
"YLR216C"	917	846	480	536	616	1099
"YLR217W"	0	0	0	0	0	0
"YLR218C"	273	178	225	246	271	251
"YLR219W"	345	350	145	367	539	333
"YLR220W"	992	877	461	740	992	733
"YLR221C"	476	438	174	285	333	503
"YLR222C"	152	150	82	109	66	78
"YLR222C-A"	181	184	121	747	744	395
"YLR223C"	119	62	71	208	163	114
"YLR224W"	179	174	104	254	201	214
"YLR225C"	284	154	98	249	256	458
"YLR226W"	133	124	65	170	151	205
"YLR227C"	37	39	21	129	133	110
"YLR228C"	318	307	124	772	1023	768
"YLR229C"	2203	2381	1311	3384	3763	2733
"YLR230W"	0	0	0	0	0	0
"YLR231C"	366	420	248	765	767	801
"YLR232W"	1	1	0	2	0	2
"YLR233C"	25	36	16	40	45	64
"YLR234W"	0	0	0	1	0	0
"YLR235C"	0	0	0	0	0	4
"YLR236C"	0	0	0	0	0	0
"YLR237W"	46	33	12	153	116	82
"YLR238W"	186	182	171	375	382	231
"YLR239C"	167	170	131	219	223	204
"YLR240W"	115	151	79	239	210	262
"YLR241W"	105	85	83	307	269	220
"YLR242C"	82	104	45	85	94	152
"YLR243W"	68	51	23	38	60	55
"YLR244C"	868	883	484	803	728	533
"YLR245C"	13	8	4	3	6	0
"YLR246W"	63	40	36	72	96	95
"YLR247C"	214	153	104	513	585	534
"YLR248W"	1114	988	694	1088	1207	1066
"YLR249W"	15703	14616	6533	7492	7328	7203
"YLR250W"	239	236	131	220	340	278
"YLR251W"	5	1	1	0	0	0
"YLR252W"	53	60	45	189	192	102
"YLR253W"	426	299	176	457	497	584
"YLR254C"	75	72	43	158	113	162
"YLR255C"	20	12	13	9	2	4
"YLR256W"	99	52	45	102	137	149
"YLR257W"	1977	1693	1049	2168	2359	2266
"YLR258W"	2037	1862	991	2284	2765	2504
"YLR259C"	9443	10027	5770	8447	9596	13372
"YLR260W"	201	203	152	347	439	355
"YLR261C"	265	153	96	256	205	153
"YLR262C"	0	0	0	0	0	0
"YLR262C-A"	1219	1070	935	1832	1731	1914
"YLR263W"	13	14	5	39	45	37
"YLR264C-A"	1	0	3	0	0	0
"YLR264W"	1892	2062	1741	1127	1156	1238
"YLR265C"	6	16	18	33	29	11
"YLR266C"	91	53	45	74	98	93
"YLR267W"	24	10	9	63	79	130
"YLR268W"	795	667	714	869	1039	963
"YLR269C"	0	0	0	0	0	0
"YLR270W"	476	428	182	449	487	635
"YLR271W"	49	57	23	114	129	149
"YLR272C"	184	208	134	327	346	192
"YLR273C"	42	71	44	54	75	51
"YLR274W"	279	232	145	259	220	253
"YLR275W"	22	39	23	39	42	48
"YLR276C"	244	180	104	152	126	108
"YLR277C"	174	157	56	115	127	113
"YLR278C"	172	132	77	272	231	192
"YLR279W"	4	4	5	0	0	0
"YLR280C"	0	0	0	0	0	0
"YLR281C"	0	0	0	0	0	0
"YLR282C"	0	0	0	0	0	0
"YLR283W"	231	244	131	330	466	446
"YLR284C"	57	52	38	114	113	122
"YLR285C-A"	2	0	1	0	8	6
"YLR285W"	361	292	134	149	138	261
"YLR286C"	939	692	403	551	678	472
"YLR286W-A"	1	3	0	31	29	9
"YLR287C"	293	295	185	329	349	309
"YLR287C-A"	10238	9906	6241	8057	9276	9887
"YLR288C"	83	91	79	92	132	113
"YLR289W"	45	69	21	71	71	44
"YLR290C"	236	308	164	157	213	273
"YLR291C"	430	434	310	231	247	334
"YLR292C"	383	394	317	368	390	354
"YLR293C"	6921	6529	4506	2604	2671	4836
"YLR294C"	6	1	0	29	14	14
"YLR295C"	18	21	16	27	26	37
"YLR296W"	0	0	1	10	14	1
"YLR297W"	99	93	60	378	347	341
"YLR298C"	108	93	59	135	152	157
"YLR299C-A"	0	1	5	0	0	0
"YLR299W"	405	317	273	742	857	677
"YLR300W"	1038	951	729	2671	2687	1783
"YLR301W"	1371	1310	748	824	1045	537
"YLR302C"	0	1	0	1	1	0
"YLR303W"	9276	7945	5951	5813	5602	8056
"YLR304C"	6669	5685	3099	12748	15272	14383
"YLR305C"	343	249	156	441	296	277
"YLR306W"	196	125	71	148	123	207
"YLR307C-A"	5	0	2	34	38	24
"YLR307W"	4	1	1	29	33	31
"YLR308W"	0	0	0	1	0	2
"YLR309C"	297	220	82	316	347	418
"YLR310C"	443	427	227	433	482	226
"YLR311C"	46	75	24	316	422	422
"YLR312C"	66	62	34	200	206	280
"YLR312W-A"	156	161	64	135	113	134
"YLR313C"	157	146	87	337	441	255
"YLR314C"	545	406	207	433	382	381
"YLR315W"	0	1	8	2	3	0
"YLR316C"	103	115	71	142	158	171
"YLR317W"	111	126	70	160	155	240
"YLR318W"	14	18	2	26	30	27
"YLR319C"	421	344	159	241	264	101
"YLR320W"	74	57	31	70	110	131
"YLR321C"	143	92	47	72	113	49
"YLR322W"	2	1	0	3	4	3
"YLR323C"	22	15	13	25	21	37
"YLR324W"	53	22	30	107	163	159
"YLR325C"	10766	11199	9166	5302	6280	4273
"YLR326W"	71	73	63	156	185	144
"YLR327C"	9647	6767	2845	19609	22833	37651
"YLR328W"	1164	1023	680	421	437	306
"YLR329W"	3	6	0	4	5	8
"YLR330W"	1567	1335	598	906	1073	1103
"YLR331C"	0	0	0	2	1	1
"YLR332W"	119	83	50	193	194	184
"YLR333C"	5128	5819	5321	2272	2628	3264
"YLR334C"	4	1	0	0	0	1
"YLR335W"	570	342	260	386	331	379
"YLR336C"	172	105	63	154	150	114
"YLR337C"	570	585	314	642	731	304
"YLR338W"	5	4	5	4	8	1
"YLR339C"	0	0	0	2	0	1
"YLR340W"	34483	33410	23919	10215	11173	12374
"YLR341W"	1	0	0	0	0	0
"YLR342W"	583	387	192	385	353	220
"YLR342W-A"	2	0	1	0	3	0
"YLR343W"	11	6	2	34	67	38
"YLR344W"	4261	4491	3034	2397	2457	1831
"YLR345W"	320	277	216	504	622	489
"YLR346C"	8	24	10	314	333	372
"YLR347C"	260	235	176	201	250	141
"YLR347W-A"	0	0	0	0	0	0
"YLR348C"	184	171	97	217	219	254
"YLR349W"	11	4	1	7	1	3
"YLR350W"	1175	819	399	635	769	391
"YLR351C"	641	553	316	506	455	363
"YLR352W"	183	151	51	300	428	293
"YLR353W"	311	275	177	327	305	360
"YLR354C"	11333	10738	6399	7989	8566	7104
"YLR355C"	5937	5656	3037	5315	6644	3119
"YLR356W"	804	657	571	2899	3603	1945
"YLR357W"	359	362	200	184	280	436
"YLR358C"	0	3	3	0	0	0
"YLR359W"	2016	1760	742	3724	3488	3378
"YLR360W"	98	86	54	100	150	108
"YLR361C"	59	38	23	92	153	131
"YLR361C-A"	256	257	137	375	428	528
"YLR362W"	179	156	98	238	221	154
"YLR363C"	35	36	9	7	6	16
"YLR363W-A"	340	381	258	537	548	273
"YLR364C-A"	5	11	5	0	0	0
"YLR364W"	704	652	528	565	754	608
"YLR365W"	0	0	0	0	0	2
"YLR366W"	0	0	0	0	0	0
"YLR367W"	5874	6182	4511	6692	7259	4496
"YLR368W"	96	92	50	118	108	101
"YLR369W"	77	70	42	84	94	79
"YLR370C"	558	486	246	418	381	606
"YLR371W"	248	220	92	370	369	252
"YLR372W"	395	278	152	207	165	230
"YLR373C"	325	256	137	212	217	243
"YLR374C"	0	0	0	0	0	0
"YLR375W"	948	898	571	1518	1934	1024
"YLR376C"	21	24	6	26	43	57
"YLR377C"	12	17	1	17	43	39
"YLR378C"	808	519	342	888	1015	652
"YLR379W"	0	0	0	0	0	0
"YLR380W"	672	606	481	591	576	442
"YLR381W"	27	39	11	24	21	17
"YLR382C"	55	33	20	29	45	20
"YLR383W"	122	121	62	219	241	312
"YLR384C"	225	179	99	197	208	215
"YLR385C"	2	0	0	0	0	0
"YLR386W"	108	169	66	200	231	150
"YLR387C"	489	405	294	793	894	605
"YLR388W"	10993	10553	6462	3452	3271	3347
"YLR389C"	455	479	301	537	555	519
"YLR390W"	405	349	210	648	795	774
"YLR390W-A"	5040	4864	4838	6933	7596	7527
"YLR392C"	86	53	39	83	89	71
"YLR393W"	5	0	0	1	0	3
"YLR394W"	54	72	18	208	198	218
"YLR395C"	7386	6564	4092	9549	11945	15273
"YLR396C"	101	106	59	117	150	124
"YLR397C"	250	191	133	170	124	148
"YLR398C"	490	352	282	494	699	422
"YLR399C"	584	421	252	368	365	346
"YLR399W-A"	0	0	0	0	0	0
"YLR400W"	16	2	7	1	3	4
"YLR401C"	215	192	95	182	123	168
"YLR402W"	57	36	41	5	0	0
"YLR403W"	66	68	42	90	86	93
"YLR404W"	36	30	35	58	65	42
"YLR405W"	134	108	33	59	85	64
"YLR406C"	3699	3495	2446	2214	2043	1150
"YLR406C-A"	4	4	7	0	17	6
"YLR407W"	305	312	198	874	756	635
"YLR408C"	92	80	76	109	148	144
"YLR409C"	348	304	201	367	331	269
"YLR410W"	392	476	248	735	718	602
"YLR411W"	4	8	5	14	6	22
"YLR412C-A"	0	0	0	0	4	2
"YLR412W"	95	78	77	113	117	81
"YLR413W"	150	104	65	2	3	1
"YLR414C"	738	636	253	575	642	582
"YLR415C"	0	0	0	0	0	0
"YLR416C"	0	0	0	0	0	0
"YLR417W"	87	121	90	127	199	292
"YLR418C"	708	754	358	527	679	711
"YLR419W"	115	133	76	139	140	187
"YLR420W"	446	456	199	380	396	531
"YLR421C"	800	786	537	681	739	609
"YLR422W"	340	243	168	445	526	333
"YLR423C"	46	20	19	96	93	87
"YLR424W"	111	98	44	88	53	77
"YLR425W"	106	111	61	174	140	173
"YLR426W"	114	116	68	152	148	104
"YLR427W"	202	212	107	147	138	201
"YLR428C"	0	0	0	0	0	0
"YLR429W"	541	641	284	275	330	306
"YLR430W"	287	279	176	492	475	541
"YLR431C"	39	36	24	63	84	92
"YLR432W"	1540	1299	665	1538	1225	1778
"YLR433C"	156	193	109	136	182	204
"YLR434C"	0	0	0	0	2	0
"YLR435W"	114	104	51	55	66	55
"YLR436C"	240	195	113	199	219	163
"YLR437C"	64	51	42	53	53	44
"YLR437C-A"	0	1	0	0	0	1
"YLR438C-A"	555	368	311	755	665	761
"YLR438W"	518	476	590	1525	1566	1783
"YLR439W"	495	422	352	563	480	350
"YLR440C"	197	190	118	169	192	139
"YLR441C"	5444	5405	3260	1867	2037	2361
"YLR442C"	228	195	169	431	523	333
"YLR443W"	34	36	38	108	125	80
"YLR444C"	0	0	0	0	0	0
"YLR445W"	0	0	0	0	0	0
"YLR446W"	64	38	36	81	62	44
"YLR447C"	837	705	520	518	543	302
"YLR448W"	4197	4106	3363	2543	2505	1195
"YLR449W"	1416	1297	1026	673	609	1042
"YLR450W"	71	79	62	106	95	92
"YLR451W"	210	220	147	196	255	192
"YLR452C"	12	31	11	55	72	30
"YLR453C"	28	31	19	22	21	44
"YLR454W"	85	63	42	126	155	74
"YLR455W"	158	118	82	135	100	58
"YLR456W"	36	19	20	41	25	44
"YLR457C"	12	28	17	27	33	68
"YLR458W"	0	0	0	0	0	0
"YLR459W"	96	59	53	57	116	81
"YLR460C"	0	5	0	0	0	4
"YLR461W"	0	0	0	3	0	0
"YLR462W"	0	0	0	0	0	0
"YLR463C"	0	0	0	0	0	0
"YLR464W"	0	0	0	0	0	0
"YLR465C"	0	0	0	0	0	0
"YLR466C-A"	0	0	0	0	0	0
"YLR466C-B"	3	3	7	21	13	19
"YLR466W"	0	0	0	0	0	0
"YLR467C-A"	0	0	0	0	0	0
"YLR467W"	0	0	0	0	0	0
"YML001W"	1229	1121	904	1439	1741	1505
"YML002W"	42	47	22	72	90	103
"YML003W"	6	7	0	0	0	1
